doc_id,sent_id,relation,subj,subj_canonical,subj_label,subj_key,obj,obj_canonical,obj_label,obj_key,trigger,pattern,confidence,source,sentence
wn-0451,1,OPERATED_BY,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,NASA's Cassini–Huygens spacecraft has discovered evidence for a large-scale saltwater reservoir beneath the icy crust of Saturn's moon Enceladus.
wn-0455,0,OPERATED_BY,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"Space At 11:29 AM EDT today, the Space Shuttle Atlantis launched on the final mission in NASA's Space Shuttle program, STS-135."
wn-0455,1,PART_OF,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,the Robotic Refueling Mission,Robotic Refueling Mission,ORG,ORG:Robotic Refueling Mission,Module,path_trigger,0.4,rule,"The mission is slated to last 12 days and will deliver parts and supplies to the International Space Station (ISS), including the Raffaello Multi-Purpose Logistics Module and an experiment, the Robotic Refueling Mission (RRM), designed to test methods, tools, and technologies required to robotically refuel satellites in space, even those not designed to be serviced."
wn-0455,1,PART_OF,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,RRM,RRM,ORG,ORG:RRM,Module,path_trigger,0.4,rule,"The mission is slated to last 12 days and will deliver parts and supplies to the International Space Station (ISS), including the Raffaello Multi-Purpose Logistics Module and an experiment, the Robotic Refueling Mission (RRM), designed to test methods, tools, and technologies required to robotically refuel satellites in space, even those not designed to be serviced."
wn-0463,5,CREWED_BY,Soyuz,Soyuz,SPACECRAFT,SPACECRAFT:Soyuz,Oleg Kononenko,Oleg Kononenko,PERSON,PERSON:Oleg Kononenko,crew,noun_of,0.75,rule,"After docking, the Soyuz crew joined fellow Expedition 31 crew members Oleg Kononenko, European Space Agency astronaut Andre Kuipers, and NASA astronaut Donald Pettit, who wished Acaba a happy 45th birthday."
wn-0463,5,CREWED_BY,Soyuz,Soyuz,SPACECRAFT,SPACECRAFT:Soyuz,Andre Kuipers,Andre Kuipers,PERSON,PERSON:Andre Kuipers,crew,noun_of,0.75,rule,"After docking, the Soyuz crew joined fellow Expedition 31 crew members Oleg Kononenko, European Space Agency astronaut Andre Kuipers, and NASA astronaut Donald Pettit, who wished Acaba a happy 45th birthday."
wn-0463,9,DESTINATION,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Earth,Earth,CELESTIAL,CELESTIAL:Earth,return,path_trigger,0.4,rule,"They are expected to remain aboard the International Space Station until mid-September, after which they will return to Earth to conclude a mission of approximately 125 days in space."
wn-0464,7,OPERATED_BY,Dragon,Dragon,SPACECRAFT,SPACECRAFT:Dragon,SpaceX,SpaceX,ORG,ORG:SpaceX,SpaceX,poss,0.62,rule,They also were aboard to receive the first commercial shipment made by SpaceX's Dragon cargo resupply mission.
wn-0464,9,CREWED_BY,ISS,ISS,SPACECRAFT,SPACECRAFT:ISS,Kevin Ford,Kevin Ford,PERSON,PERSON:Kevin Ford,commander,path_trigger,0.4,rule,"It was just beautiful to watch the ship fly away,"" said Kevin Ford, now the current commander of the ISS."
wn-0467,10,DESTINATION,Soyuz,Soyuz,SPACECRAFT,SPACECRAFT:Soyuz,Earth,Earth,CELESTIAL,CELESTIAL:Earth,return,path_trigger,0.4,rule,"The trio already aboard the ISS&amp;mdash;consisting of Romanenko, Hadfield, and Marshburn&amp;mdash;are to depart and return to Earth aboard Soyuz TMA-07M on May 14, leaving the Soyuz TMA-08M crew behind."
wn-0471,4,OPERATED_BY,Venus Express,Venus Express,SPACECRAFT,SPACECRAFT:Venus Express,European Space Agency,ESA,ORG,ORG:ESA,Agency,poss,0.62,rule,"The survey was conducted using data collected during roughly three Venusian days (about two Earth years) by the European Space Agency's Venus Express, expanding on an initial case study of a HFA at Venus published in 2012."
wn-0474,7,OPERATED_BY,Swift,Swift,SPACECRAFT,SPACECRAFT:Swift,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"XMM-Newton was tasked to investigate, as was NASA's Swift satellite."
wn-0479,3,LAUNCHED_FROM,Orion,Orion,SPACECRAFT,SPACECRAFT:Orion,Cape Canaveral Air Force Station,Cape Canaveral Air Force Station,FAC,FAC:Cape Canaveral Air Force Station,launched off,verb_prep,0.82,rule,The Orion crew module was launched off from Space Launch Complex 37 at the Cape Canaveral Air Force Station in Florida mounted on top of a United Launch Alliance Delta IV Heavy rocket.
wn-0479,12,LAUNCHED_BY,Orion,Orion,SPACECRAFT,SPACECRAFT:Orion,the Space Launch System,Space Launch System,ORG,ORG:Space Launch System,launched,acl_agent,0.85,rule,"The Orion program manager hopes NASA will look at information from this spaceflight and apply it to the next Orion spacecraft, to be launched by the Space Launch System rocket."
wn-0481,0,LAUNCHED_BY,Dragon,Dragon,SPACECRAFT,SPACECRAFT:Dragon,SpaceX,SpaceX,ORG,ORG:SpaceX,launched,active_svo,0.88,rule,Space Space transport services company SpaceX launched their fifth Dragon resupply vehicle to the International Space Station yesterday.
wn-0487,6,ORBITS,MESSENGER,MESSENGER,SPACECRAFT,SPACECRAFT:MESSENGER,Mercury,Mercury,CELESTIAL,CELESTIAL:Mercury,orbiting,active_svo,0.88,rule,"MESSENGER began orbiting Mercury in March 2011, becoming the first spacecraft to do so."
wn-0489,0,DESTINATION,spacecraft Juno,spacecraft Juno,SPACECRAFT,SPACECRAFT:spacecraft Juno,Jupiter,Jupiter,CELESTIAL,CELESTIAL:Jupiter,reached,verb_prep,0.82,rule,"Space Yesterday, NASA announced their spacecraft Juno has reached Jupiter orbit."
wn-0490,0,OPERATED_BY,Rosetta,Rosetta,SPACECRAFT,SPACECRAFT:Rosetta,European Space Agency,ESA,ORG,ORG:ESA,Agency,poss,0.62,rule,"Space On Friday, European Space Agency's (ESA) spacecraft Rosetta ended its mission, crashing into Jupiter-family comet 67P/Churyumov–Gerasimenko."
wn-0491,2,DESTINATION,Apollo 17,Apollo 17,SPACECRAFT,SPACECRAFT:Apollo 17,Moon,Moon,CELESTIAL,CELESTIAL:Moon,mission,path_trigger,0.4,rule,"Cernan, who commanded the Apollo 17 mission to the Moon in 1972, was in Houston, Texas, at the time of his death."
wn-0494,0,LAUNCHED_FROM,Falcon Heavy,Falcon Heavy,SPACECRAFT,SPACECRAFT:Falcon Heavy,Kennedy Space Center,Kennedy Space Center,FAC,FAC:Kennedy Space Center,launched,verb_prep,0.82,rule,"At 3:45 p.m. Tuesday, Eastern Time (2045 UTC), the SpaceX Falcon Heavy rocket launched from Kennedy Space Center in Florida, United States."
wn-0494,0,LAUNCHED_FROM,Falcon Heavy,Falcon Heavy,SPACECRAFT,SPACECRAFT:Falcon Heavy,Florida,Florida,GPE,GPE:Florida,launched,path_trigger,0.4,rule,"At 3:45 p.m. Tuesday, Eastern Time (2045 UTC), the SpaceX Falcon Heavy rocket launched from Kennedy Space Center in Florida, United States."
wn-0494,2,PART_OF,Saturn V,Saturn V,SPACECRAFT,SPACECRAFT:Saturn V,Project Apollo,Project Apollo,SPACECRAFT,SPACECRAFT:Project Apollo,of,np_prep,0.6,rule,This is the most powerful rocket since the Saturn V of Project Apollo was retired in 1970.
wn-0494,13,DESTINATION,Project Apollo,Project Apollo,SPACECRAFT,SPACECRAFT:Project Apollo,Moon,Moon,CELESTIAL,CELESTIAL:Moon,sent,path_trigger,0.4,rule,"Even the relatively heavy-hauling U.S. Space Shuttle program, which was closed in 2013, did not rely on rockets as powerful as those used in Project Apollo, the program in which NASA, the U.S. Government space agency, sent manned missions to the Moon in the 1960's and 70's."
wn-0494,14,OPERATED_BY,SpaceShipOne,SpaceShipOne,SPACECRAFT,SPACECRAFT:SpaceShipOne,Scaled Composites,Scaled Composites,ORG,ORG:Scaled Composites,Composites,poss,0.62,rule,"Most recent space projects have focused on smaller, lighter machinery, such as Scaled Composites' SpaceShipOne in 2004, which reached space after being carried part of the way by a carrier jet instead of launching from the ground."
wn-0494,15,OPERATED_BY,Delta IV,Delta IV,SPACECRAFT,SPACECRAFT:Delta IV,the United Space Alliance,United Space Alliance,ORG,ORG:United Space Alliance,operated,acl_agent,0.85,rule,"As of last week, the most powerful rocket in use was the Delta IV, operated by the United Space Alliance."
wn-0495,0,OPERATED_BY,InSight,InSight,SPACECRAFT,SPACECRAFT:InSight,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,SpaceDISPLAYTITLE:NASA's InSight lander and MarCO craft launch in new mission to Mars
wn-0495,1,LAUNCHED_BY,Atlas V,Atlas V,SPACECRAFT,SPACECRAFT:Atlas V,United Launch Alliance,ULA,ORG,ORG:ULA,launched,active_svo,0.88,rule,"On Saturday, United Launch Alliance launched a Atlas V 401 rocket carrying NASA's InSight Mars lander and two Mars Cube One (MarCO) miniature spacecraft known as cubesats."
wn-0495,1,OPERATED_BY,InSight,InSight,SPACECRAFT,SPACECRAFT:InSight,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"On Saturday, United Launch Alliance launched a Atlas V 401 rocket carrying NASA's InSight Mars lander and two Mars Cube One (MarCO) miniature spacecraft known as cubesats."
wn-0495,18,DESTINATION,InSight,InSight,SPACECRAFT,SPACECRAFT:InSight,Mars,Mars,CELESTIAL,CELESTIAL:Mars,route,noun_of,0.75,rule,Both InSight and the MarCO cubesats are en route to Mars.
wn-0498,15,ORBITS,ISS,ISS,SPACECRAFT,SPACECRAFT:ISS,Earth,Earth,CELESTIAL,CELESTIAL:Earth,orbit,path_trigger,0.4,rule,"Ovchinin and Hague were due to join the crew of Expedition 57 aboard the ISS in low Earth orbit, which would have brought the current ISS crew from three to five."
wn-0000,0,CREWED_BY,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Colin A. Norman,Colin A. Norman,PERSON,PERSON:Colin A. Norman,,zero_shot_nli,0.9846,hf,"Colin A. Norman, Professor of Physics and Astronomy at Johns Hopkins University, testifying before the U.S. House of Representatives Committee on Science February 2nd, presented the Hubble Origins Probe (HOP) as a replacement for the Hubble Space Telescope."
wn-0000,0,PART_OF,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Physics,Physics,ORG,ORG:Physics,,zero_shot_nli,0.9604,hf,"Colin A. Norman, Professor of Physics and Astronomy at Johns Hopkins University, testifying before the U.S. House of Representatives Committee on Science February 2nd, presented the Hubble Origins Probe (HOP) as a replacement for the Hubble Space Telescope."
wn-0000,0,PART_OF,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Johns Hopkins University,Johns Hopkins University,ORG,ORG:Johns Hopkins University,,zero_shot_nli,0.9155,hf,"Colin A. Norman, Professor of Physics and Astronomy at Johns Hopkins University, testifying before the U.S. House of Representatives Committee on Science February 2nd, presented the Hubble Origins Probe (HOP) as a replacement for the Hubble Space Telescope."
wn-0000,0,PART_OF,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,the U.S. House of Representatives Committee on Science,U.S. House of Representatives Committee on Science,ORG,ORG:U.S. House of Representatives Committee on Science,,zero_shot_nli,0.9871,hf,"Colin A. Norman, Professor of Physics and Astronomy at Johns Hopkins University, testifying before the U.S. House of Representatives Committee on Science February 2nd, presented the Hubble Origins Probe (HOP) as a replacement for the Hubble Space Telescope."
wn-0000,0,CREWED_BY,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Colin A. Norman,Colin A. Norman,PERSON,PERSON:Colin A. Norman,,zero_shot_nli,0.9846,hf,"Colin A. Norman, Professor of Physics and Astronomy at Johns Hopkins University, testifying before the U.S. House of Representatives Committee on Science February 2nd, presented the Hubble Origins Probe (HOP) as a replacement for the Hubble Space Telescope."
wn-0000,0,PART_OF,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Physics,Physics,ORG,ORG:Physics,,zero_shot_nli,0.9604,hf,"Colin A. Norman, Professor of Physics and Astronomy at Johns Hopkins University, testifying before the U.S. House of Representatives Committee on Science February 2nd, presented the Hubble Origins Probe (HOP) as a replacement for the Hubble Space Telescope."
wn-0000,0,PART_OF,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Johns Hopkins University,Johns Hopkins University,ORG,ORG:Johns Hopkins University,,zero_shot_nli,0.9155,hf,"Colin A. Norman, Professor of Physics and Astronomy at Johns Hopkins University, testifying before the U.S. House of Representatives Committee on Science February 2nd, presented the Hubble Origins Probe (HOP) as a replacement for the Hubble Space Telescope."
wn-0000,0,PART_OF,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,the U.S. House of Representatives Committee on Science,U.S. House of Representatives Committee on Science,ORG,ORG:U.S. House of Representatives Committee on Science,,zero_shot_nli,0.9871,hf,"Colin A. Norman, Professor of Physics and Astronomy at Johns Hopkins University, testifying before the U.S. House of Representatives Committee on Science February 2nd, presented the Hubble Origins Probe (HOP) as a replacement for the Hubble Space Telescope."
wn-0000,1,CREWED_BY,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Norman,Norman,PERSON,PERSON:Norman,,zero_shot_nli,0.9991,hf,"Concerning the shuttle's estimated one billion dollar cost and 65 month time-frame for deployment to earth orbit, Norman said: ""The groundbreaking science, the cutting edge technology generated in the development of new instrumentation, the ability of Hubble science to engage the interest of the public, and its impact on the imagination of students, make it worthwhile to invest this sum of public funds to complete the last chapter of Hubble's remarkable legacy."
wn-0000,1,CREWED_BY,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Norman,Norman,PERSON,PERSON:Norman,,zero_shot_nli,0.9991,hf,"Concerning the shuttle's estimated one billion dollar cost and 65 month time-frame for deployment to earth orbit, Norman said: ""The groundbreaking science, the cutting edge technology generated in the development of new instrumentation, the ability of Hubble science to engage the interest of the public, and its impact on the imagination of students, make it worthwhile to invest this sum of public funds to complete the last chapter of Hubble's remarkable legacy."
wn-0000,4,CREWED_BY,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Norman,Norman,PERSON,PERSON:Norman,,zero_shot_nli,0.9884,hf,"Norman noted during the testimony that HOP would be, essentially, a lighter copy of the Hubble Space Telescope and would include two instruments that were scheduled for installation on the Hubble: the Cosmic Origins Spectrograph (COS), the Wide Field Camera 3 (WFC3), plus the new Very Wide Field Imager (VWFI) to be paid for and provided by Japan."
wn-0000,4,PART_OF,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,the Wide Field Camera 3,Wide Field Camera 3,ORG,ORG:Wide Field Camera 3,,zero_shot_nli,0.6764,hf,"Norman noted during the testimony that HOP would be, essentially, a lighter copy of the Hubble Space Telescope and would include two instruments that were scheduled for installation on the Hubble: the Cosmic Origins Spectrograph (COS), the Wide Field Camera 3 (WFC3), plus the new Very Wide Field Imager (VWFI) to be paid for and provided by Japan."
wn-0000,4,PART_OF,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,VWFI,VWFI,ORG,ORG:VWFI,,zero_shot_nli,0.7156,hf,"Norman noted during the testimony that HOP would be, essentially, a lighter copy of the Hubble Space Telescope and would include two instruments that were scheduled for installation on the Hubble: the Cosmic Origins Spectrograph (COS), the Wide Field Camera 3 (WFC3), plus the new Very Wide Field Imager (VWFI) to be paid for and provided by Japan."
wn-0000,4,LAUNCHED_FROM,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Japan,Japan,GPE,GPE:Japan,,zero_shot_nli,0.734,hf,"Norman noted during the testimony that HOP would be, essentially, a lighter copy of the Hubble Space Telescope and would include two instruments that were scheduled for installation on the Hubble: the Cosmic Origins Spectrograph (COS), the Wide Field Camera 3 (WFC3), plus the new Very Wide Field Imager (VWFI) to be paid for and provided by Japan."
wn-0000,4,CREWED_BY,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Norman,Norman,PERSON,PERSON:Norman,,zero_shot_nli,0.9884,hf,"Norman noted during the testimony that HOP would be, essentially, a lighter copy of the Hubble Space Telescope and would include two instruments that were scheduled for installation on the Hubble: the Cosmic Origins Spectrograph (COS), the Wide Field Camera 3 (WFC3), plus the new Very Wide Field Imager (VWFI) to be paid for and provided by Japan."
wn-0000,4,PART_OF,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,the Wide Field Camera 3,Wide Field Camera 3,ORG,ORG:Wide Field Camera 3,,zero_shot_nli,0.6764,hf,"Norman noted during the testimony that HOP would be, essentially, a lighter copy of the Hubble Space Telescope and would include two instruments that were scheduled for installation on the Hubble: the Cosmic Origins Spectrograph (COS), the Wide Field Camera 3 (WFC3), plus the new Very Wide Field Imager (VWFI) to be paid for and provided by Japan."
wn-0000,4,PART_OF,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,VWFI,VWFI,ORG,ORG:VWFI,,zero_shot_nli,0.7156,hf,"Norman noted during the testimony that HOP would be, essentially, a lighter copy of the Hubble Space Telescope and would include two instruments that were scheduled for installation on the Hubble: the Cosmic Origins Spectrograph (COS), the Wide Field Camera 3 (WFC3), plus the new Very Wide Field Imager (VWFI) to be paid for and provided by Japan."
wn-0000,4,LAUNCHED_FROM,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Japan,Japan,GPE,GPE:Japan,,zero_shot_nli,0.734,hf,"Norman noted during the testimony that HOP would be, essentially, a lighter copy of the Hubble Space Telescope and would include two instruments that were scheduled for installation on the Hubble: the Cosmic Origins Spectrograph (COS), the Wide Field Camera 3 (WFC3), plus the new Very Wide Field Imager (VWFI) to be paid for and provided by Japan."
wn-0000,5,OPERATED_BY,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,VWFI,VWFI,ORG,ORG:VWFI,,zero_shot_nli,0.6307,hf,"The VWFI has a field of view 17 times greater the advanced camera on board the Hubble now, and is 3-4 times more sensitive at critical wavelengths."
wn-0000,11,CREWED_BY,Hubble,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,Universe,Universe,PERSON,PERSON:Universe,,zero_shot_nli,0.7491,hf,"We must continue with the Hubble adventure to explore these great questions further, to understand more fully our remarkable Universe and our place in it."
wn-0001,0,LAUNCHED_BY,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Boeing,Boeing,ORG,ORG:Boeing,,zero_shot_nli,0.5045,hf,"A launch on December 21, 2004 by Boeing with a new ""Delta IV Heavy"" rocket from Cape Canaveral failed to place a 'dummy' satellite into its intended orbit, but the launch was considered successful by Air Force officials."
wn-0001,0,LAUNCHED_FROM,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Cape Canaveral,Cape Canaveral,FAC,FAC:Cape Canaveral,,zero_shot_nli,0.9997,hf,"A launch on December 21, 2004 by Boeing with a new ""Delta IV Heavy"" rocket from Cape Canaveral failed to place a 'dummy' satellite into its intended orbit, but the launch was considered successful by Air Force officials."
wn-0001,0,LAUNCHED_BY,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Air Force,Air Force,ORG,ORG:Air Force,,zero_shot_nli,0.5222,hf,"A launch on December 21, 2004 by Boeing with a new ""Delta IV Heavy"" rocket from Cape Canaveral failed to place a 'dummy' satellite into its intended orbit, but the launch was considered successful by Air Force officials."
wn-0001,8,CREWED_BY,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Collins,Collins,PERSON,PERSON:Collins,,zero_shot_nli,0.8956,hf,"Collins also reported, ""We now have enough information and confidence in the Delta IV Heavy to move forward with preparations for the upcoming Defense Support Program launch in 2005."
wn-0001,8,PART_OF,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Defense Support Program,Defense Support Program,ORG,ORG:Defense Support Program,,zero_shot_nli,0.7997,hf,"Collins also reported, ""We now have enough information and confidence in the Delta IV Heavy to move forward with preparations for the upcoming Defense Support Program launch in 2005."
wn-0001,14,PART_OF,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Defense Support Program,Defense Support Program,ORG,ORG:Defense Support Program,,zero_shot_nli,0.7763,hf,The Delta IV Heavy is scheduled to carry the final Defense Support Program missile launch detection satellite to orbit this August.
wn-0002,0,LAUNCHED_BY,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Boeing,Boeing,ORG,ORG:Boeing,,zero_shot_nli,0.5448,hf,"A launch on December 21, 2004 by Boeing with a new ""Delta IV Heavy"" rocket from Cape Canaveral failed to place a 'dummy' satellite into geosynchronous orbit, but the launch was considered successful by Air Force officials."
wn-0002,0,LAUNCHED_FROM,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Cape Canaveral,Cape Canaveral,FAC,FAC:Cape Canaveral,,zero_shot_nli,0.9998,hf,"A launch on December 21, 2004 by Boeing with a new ""Delta IV Heavy"" rocket from Cape Canaveral failed to place a 'dummy' satellite into geosynchronous orbit, but the launch was considered successful by Air Force officials."
wn-0002,8,CREWED_BY,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Collins,Collins,PERSON,PERSON:Collins,,zero_shot_nli,0.8956,hf,"Collins also reported, ""We now have enough information and confidence in the Delta IV Heavy to move forward with preparations for the upcoming Defense Support Program launch in 2005."
wn-0002,8,PART_OF,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Defense Support Program,Defense Support Program,ORG,ORG:Defense Support Program,,zero_shot_nli,0.7997,hf,"Collins also reported, ""We now have enough information and confidence in the Delta IV Heavy to move forward with preparations for the upcoming Defense Support Program launch in 2005."
wn-0002,14,PART_OF,Delta IV Heavy,Delta IV Heavy,SPACECRAFT,SPACECRAFT:Delta IV Heavy,Defense Support Program,Defense Support Program,ORG,ORG:Defense Support Program,,zero_shot_nli,0.7763,hf,The Delta IV Heavy is scheduled to carry the final Defense Support Program missile launch detection satellite to orbit this August.
wn-0003,0,ORBITS,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Saturn,Saturn,CELESTIAL,CELESTIAL:Saturn,,zero_shot_nli,0.7736,hf,"The Cassini space probe, currently in orbit around the planet Saturn, has returned extraordinary pictures from the Saturnian satellite Iapetus."
wn-0003,0,ORBITS,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Iapetus,Iapetus,CELESTIAL,CELESTIAL:Iapetus,,zero_shot_nli,0.8659,hf,"The Cassini space probe, currently in orbit around the planet Saturn, has returned extraordinary pictures from the Saturnian satellite Iapetus."
wn-0003,5,DESTINATION,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Iapetus,Iapetus,CELESTIAL,CELESTIAL:Iapetus,,zero_shot_nli,0.6846,hf,Cassini will next fly by Iapetus in September 2007.
wn-0003,8,CREWED_BY,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Jean-Dominque,Jean-Dominque,PERSON,PERSON:Jean-Dominque,,zero_shot_nli,0.7157,hf,Jean-Dominque Cassini discovered the moon in 1672; it was also Cassini who determined the color difference on Iapetus.
wn-0003,8,ORBITS,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Iapetus,Iapetus,CELESTIAL,CELESTIAL:Iapetus,,zero_shot_nli,0.9841,hf,Jean-Dominque Cassini discovered the moon in 1672; it was also Cassini who determined the color difference on Iapetus.
wn-0003,8,CREWED_BY,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Jean-Dominque,Jean-Dominque,PERSON,PERSON:Jean-Dominque,,zero_shot_nli,0.7157,hf,Jean-Dominque Cassini discovered the moon in 1672; it was also Cassini who determined the color difference on Iapetus.
wn-0003,8,ORBITS,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Iapetus,Iapetus,CELESTIAL,CELESTIAL:Iapetus,,zero_shot_nli,0.9841,hf,Jean-Dominque Cassini discovered the moon in 1672; it was also Cassini who determined the color difference on Iapetus.
wn-0003,9,CREWED_BY,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,Giovanni Domenico,Giovanni Domenico,PERSON,PERSON:Giovanni Domenico,,zero_shot_nli,0.9994,hf,"The Cassini-Huygens mission, named after Giovanni Domenico Cassini (Jean-Dominque Cassini), is a collaborative project with the European Space Agency, the Italian Space Agency, and NASA."
wn-0003,9,PART_OF,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,,zero_shot_nli,0.9988,hf,"The Cassini-Huygens mission, named after Giovanni Domenico Cassini (Jean-Dominque Cassini), is a collaborative project with the European Space Agency, the Italian Space Agency, and NASA."
wn-0003,9,PART_OF,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,Jean-Dominque,Jean-Dominque,ORG,ORG:Jean-Dominque,,zero_shot_nli,0.8334,hf,"The Cassini-Huygens mission, named after Giovanni Domenico Cassini (Jean-Dominque Cassini), is a collaborative project with the European Space Agency, the Italian Space Agency, and NASA."
wn-0003,9,PART_OF,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,,zero_shot_nli,0.9988,hf,"The Cassini-Huygens mission, named after Giovanni Domenico Cassini (Jean-Dominque Cassini), is a collaborative project with the European Space Agency, the Italian Space Agency, and NASA."
wn-0003,9,PART_OF,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,the Italian Space Agency,Italian Space Agency,ORG,ORG:Italian Space Agency,,zero_shot_nli,0.8158,hf,"The Cassini-Huygens mission, named after Giovanni Domenico Cassini (Jean-Dominque Cassini), is a collaborative project with the European Space Agency, the Italian Space Agency, and NASA."
wn-0003,9,PART_OF,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,NASA,NASA,ORG,ORG:NASA,,zero_shot_nli,0.9634,hf,"The Cassini-Huygens mission, named after Giovanni Domenico Cassini (Jean-Dominque Cassini), is a collaborative project with the European Space Agency, the Italian Space Agency, and NASA."
wn-0003,9,PART_OF,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,,zero_shot_nli,0.9996,hf,"The Cassini-Huygens mission, named after Giovanni Domenico Cassini (Jean-Dominque Cassini), is a collaborative project with the European Space Agency, the Italian Space Agency, and NASA."
wn-0003,9,CREWED_BY,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Giovanni Domenico,Giovanni Domenico,PERSON,PERSON:Giovanni Domenico,,zero_shot_nli,0.9986,hf,"The Cassini-Huygens mission, named after Giovanni Domenico Cassini (Jean-Dominque Cassini), is a collaborative project with the European Space Agency, the Italian Space Agency, and NASA."
